_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Cardiac arrest and ventricular fibrillation | Shock,I4901,Ventricular fibrillation,R570,Cardiogenic shock,3869,43.83286114385192,63.47126994528771,42.67840962452076,1.4871985742603788,Circulatory,Symptoms/signs,Cardiac arrest and ventricular fibrillation,Shock,6,43.83286114385192
Endocrine system cancers - thyroid | Postprocedural or postoperative endocrine or metabolic complication,C73,Malignant neoplasm of thyroid gland,E890,Postprocedural hypothyroidism,946,41.080904470234366,55.53045207983772,42.6676596745792,1.3014646808229324,Neoplasm,Endocrine/metabolic,Endocrine system cancers - thyroid,Postprocedural or postoperative endocrine or metabolic complication,1,41.080904470234366
Abdominal pain and other digestive/abdomen signs and symptoms | Peritonitis and intra-abdominal abscess,K652,Spontaneous bacterial peritonitis,R188,Other ascites,2791,35.1602295851747,57.83690729154378,42.07894806056702,1.374485579066646,Digestive,Symptoms/signs,Peritonitis and intra-abdominal abscess,Abdominal pain and other digestive/abdomen signs and symptoms,4,35.1602295851747
"Complication of cardiovascular device, implant or graft, initial encounter | Septicemia",A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,T827XXA,"Infect/inflm react d/t oth cardi/vasc dev/implnt/grft, init",1132,46.596514595067205,55.77098977675751,41.732101131237705,1.3364050279033586,Infectious,Injury/poisoning,Septicemia,"Complication of cardiovascular device, implant or graft, initial encounter",2,46.596514595067205
Postprocedural or postoperative digestive system complication | Skin and subcutaneous tissue infections,K9423,Gastrostomy malfunction,L03311,Cellulitis of abdominal wall,611,39.63195210247444,44.81500219189602,41.63174888458608,1.0764621567096482,Digestive,Skin,Postprocedural or postoperative digestive system complication,Skin and subcutaneous tissue infections,1,39.63195210247444
Malnutrition | Unacceptable PDX,E43,Unspecified severe protein-calorie malnutrition,Z681,"Body mass index [BMI] 19.9 or less, adult",71186,18.56875634883556,55.94915938121022,41.33638583283401,1.3535087370112822,Endocrine/metabolic,Factors/status,Malnutrition,Unacceptable PDX,35,18.56875634883556
Postprocedural or postoperative nervous system complication | Spondylopathies/spondyloarthropathy (including infective),G9741,Accidental puncture or laceration of dura during a procedure,M48061,"Spinal stenosis, lumbar region without neurogenic claud",1198,36.85612259315271,56.141426079212806,40.74664932794439,1.3778169985798208,Nervous,Musculoskeletal,Postprocedural or postoperative nervous system complication,Spondylopathies/spondyloarthropathy (including infective),5,90.14296172123736
Hepatic failure | Other specified diseases of veins and lymphatics,I8510,Secondary esophageal varices without bleeding,K7290,"Hepatic failure, unspecified without coma",4020,45.91182308856499,67.43946766049689,39.908304965387416,1.6898604869083598,Circulatory,Digestive,Other specified diseases of veins and lymphatics,Hepatic failure,7,65.25538113780541
Cerebral palsy | Neurodevelopmental disorders,F79,Unspecified intellectual disabilities,G809,"Cerebral palsy, unspecified",1946,55.38044646980161,71.99341641081858,39.8032438448334,1.808732391045148,Mental/behavioural,Nervous,Neurodevelopmental disorders,Cerebral palsy,1,55.38044646980161
Osteomyelitis | Other specified and unspecified diseases of bladder and urethra,M4628,"Osteomyelitis of vertebra, sacral and sacrococcygeal region",N319,"Neuromuscular dysfunction of bladder, unspecified",927,37.1064393277148,48.606807968979766,39.45740389421368,1.2318805388032084,Musculoskeletal,Genitourinary,Osteomyelitis,Other specified and unspecified diseases of bladder and urethra,1,37.1064393277148
Noninfectious hepatitis | Other specified diseases of veins and lymphatics,I8510,Secondary esophageal varices without bleeding,K7581,Nonalcoholic steatohepatitis (NASH),2506,42.8303086255472,55.77973785774845,39.351629878205394,1.4174695693771413,Circulatory,Digestive,Other specified diseases of veins and lymphatics,Noninfectious hepatitis,3,42.8303086255472
Other specified status | Pneumonia (except that caused by tuberculosis),J151,Pneumonia due to Pseudomonas,Z9911,Dependence on respirator [ventilator] status,1206,40.12071504071645,47.86699190856399,39.24083331956201,1.2198260806225474,Respiratory,Factors/status,Pneumonia (except that caused by tuberculosis),Other specified status,3,40.12071504071645
"Multiple myeloma | Pathological fracture, initial encounter",C9000,Multiple myeloma not having achieved remission,M8458XA,"Pathological fracture in neoplastic disease, oth site, init",628,48.23446024949994,57.75446881726854,38.768076775650265,1.489742943698032,Neoplasm,Musculoskeletal,Multiple myeloma,"Pathological fracture, initial encounter",1,48.23446024949994
"Complication of transplanted organs or tissue, initial encounter | Unacceptable PDX",T8612,Kidney transplant failure,Z992,Dependence on renal dialysis,4040,23.82308133808437,54.809646782234246,38.7272049535941,1.4152750462604091,Injury/poisoning,Factors/status,"Complication of transplanted organs or tissue, initial encounter",Unacceptable PDX,5,23.82308133808437
Blindness and vision defects | Paralysis (other than cerebral palsy),G8194,"Hemiplegia, unspecified affecting left nondominant side",H53462,"Homonymous bilateral field defects, left side",873,40.81242561323207,54.079869096762,38.57779298599901,1.401839372106879,Nervous,Eye/ear,Paralysis (other than cerebral palsy),Blindness and vision defects,2,40.81242561323207
Acute phlebitis; thrombophlebitis and thromboembolism | Other specified and unspecified liver disease,I81,Portal vein thrombosis,K766,Portal hypertension,3572,39.24189651281901,60.12156228117466,38.54444458341392,1.5597983816076468,Circulatory,Digestive,Acute phlebitis; thrombophlebitis and thromboembolism,Other specified and unspecified liver disease,6,39.24189651281901
Paralysis (other than cerebral palsy) | Spondylopathies/spondyloarthropathy (including infective),G834,Cauda equina syndrome,M48061,"Spinal stenosis, lumbar region without neurogenic claud",1310,32.83882186236156,47.47143202799878,38.44188048818893,1.2348883932091754,Nervous,Musculoskeletal,Paralysis (other than cerebral palsy),Spondylopathies/spondyloarthropathy (including infective),4,38.77207022364205
Coagulation and hemorrhagic disorders | Systemic lupus erythematosus and connective tissue disorders,D6861,Antiphospholipid syndrome,M329,"Systemic lupus erythematosus, unspecified",1207,45.05242440999424,57.94043163543491,38.24286197658177,1.5150652603070098,Blood/immune,Musculoskeletal,Coagulation and hemorrhagic disorders,Systemic lupus erythematosus and connective tissue disorders,1,45.05242440999424
Inflammatory diseases of female pelvic organs | Unacceptable PDX,N736,Female pelvic peritoneal adhesions (postinfective),Z5331,Laparoscopic surgical procedure converted to open procedure,687,32.98676262337058,36.991094083043365,38.13398119515627,0.9700296932999466,Genitourinary,Factors/status,Inflammatory diseases of female pelvic organs,Unacceptable PDX,1,32.98676262337058
Menstrual disorders | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),N920,Excessive and frequent menstruation with regular cycle,2773,23.97033648613064,30.87672866276495,37.70292080186024,0.8189479224973337,Blood/immune,Genitourinary,Nutritional anemia,Menstrual disorders,1,23.97033648613064
Sleep wake disorders | Unacceptable PDX,G4733,Obstructive sleep apnea (adult) (pediatric),Z9989,Dependence on other enabling machines and devices,13112,11.873163678514816,54.00835678113925,37.52845614118581,1.4391307912575566,Nervous,Factors/status,Sleep wake disorders,Unacceptable PDX,1,11.873163678514816
Other specified diseases of veins and lymphatics | Shock,I8511,Secondary esophageal varices with bleeding,R578,Other shock,896,42.23888411588744,50.0786644638701,37.50099530590744,1.3353956089795125,Circulatory,Symptoms/signs,Other specified diseases of veins and lymphatics,Shock,1,42.23888411588744
Other specified diseases of veins and lymphatics | Peritonitis and intra-abdominal abscess,I8510,Secondary esophageal varices without bleeding,K652,Spontaneous bacterial peritonitis,916,52.75701751430451,63.52508134496127,37.01103730166061,1.7163820842738453,Circulatory,Digestive,Other specified diseases of veins and lymphatics,Peritonitis and intra-abdominal abscess,1,52.75701751430451
"Effect of foreign body entering opening, initial encounter | Unacceptable PDX",T17890A,"Oth foreign object in oth prt resp tract cause asphyx, init",X58XXXA,"Exposure to other specified factors, initial encounter",1281,32.19965840952131,44.60441154009149,36.68169075974795,1.2159857033917696,Injury/poisoning,External cause,"Effect of foreign body entering opening, initial encounter",Unacceptable PDX,6,35.7652301424608
"Musculoskeletal pain, not low back pain | Nervous system pain and pain syndromes",G8929,Other chronic pain,M549,"Dorsalgia, unspecified",74207,13.166174820338462,46.77918616656847,36.22281058706527,1.2914289479036931,Nervous,Musculoskeletal,Nervous system pain and pain syndromes,"Musculoskeletal pain, not low back pain",1,13.166174820338462
Unacceptable PDX | Urinary system cancers - kidney,C649,"Malignant neoplasm of unsp kidney, except renal pelvis",Z905,Acquired absence of kidney,1150,40.29849423553315,53.98692460492615,35.955275117247446,1.5015021976296623,Neoplasm,Factors/status,Urinary system cancers - kidney,Unacceptable PDX,3,40.29849423553315
Other specified status | Paralysis (other than cerebral palsy),G8250,"Quadriplegia, unspecified",Z9911,Dependence on respirator [ventilator] status,1308,37.36646939774989,44.44682178083751,34.9846897220065,1.2704649414935076,Nervous,Factors/status,Paralysis (other than cerebral palsy),Other specified status,1,37.36646939774989
Septicemia | Urinary tract infections,A4151,Sepsis due to Escherichia coli [E. coli],N10,Acute pyelonephritis,4503,27.18692360730557,35.918326395429844,34.76920316288534,1.033050030717159,Infectious,Genitourinary,Septicemia,Urinary tract infections,10,27.18692360730557
Hematuria | Other specified and unspecified diseases of bladder and urethra,N3289,Other specified disorders of bladder,R310,Gross hematuria,2763,42.19873537466095,56.39214763866281,34.44872516505037,1.6369879398577842,Genitourinary,Symptoms/signs,Other specified and unspecified diseases of bladder and urethra,Hematuria,2,42.19873537466095
Abdominal pain and other digestive/abdomen signs and symptoms | Other specified and unspecified liver disease,K7460,Unspecified cirrhosis of liver,R188,Other ascites,20398,25.503759628004783,47.10883475710581,34.23278389006175,1.3761321576531835,Digestive,Symptoms/signs,Other specified and unspecified liver disease,Abdominal pain and other digestive/abdomen signs and symptoms,13,38.43770647953677
Diabetes mellitus with complication | Other specified status,E1010,Type 1 diabetes mellitus with ketoacidosis without coma,Z794,Long term (current) use of insulin,21710,8.290487166804319,22.314229159706443,34.15135783904392,0.6533921510492755,Endocrine/metabolic,Factors/status,Diabetes mellitus with complication,Other specified status,10,8.290487166804319
Coma; stupor; and brain damage | Other specified status,G931,"Anoxic brain damage, not elsewhere classified",Z9911,Dependence on respirator [ventilator] status,2300,34.32300489988223,42.74037755112859,34.1187882499357,1.2526933031160372,Nervous,Factors/status,Coma; stupor; and brain damage,Other specified status,1,34.32300489988223
Conditions due to neoplasm or the treatment of neoplasm | Drug induced or toxic related condition,G893,Neoplasm related pain (acute) (chronic),K5903,Drug induced constipation,4834,31.23811161758593,42.86894165639431,33.91904764924602,1.263860415531072,Nervous,Digestive,Conditions due to neoplasm or the treatment of neoplasm,Drug induced or toxic related condition,4,31.23811161758593
Septicemia | Unacceptable PDX,A419,"Sepsis, unspecified organism",R6521,Severe sepsis with septic shock,83749,11.69371045414894,43.22265166431292,33.375144187902585,1.2950551290795544,Infectious,Symptoms/signs,Septicemia,Unacceptable PDX,36,26.4710331251306
Osteomyelitis | Skin and subcutaneous tissue infections,L03115,Cellulitis of right lower limb,M86171,"Other acute osteomyelitis, right ankle and foot",3477,29.04464428281964,48.87205281339004,33.16591030407762,1.4735628350107854,Skin,Musculoskeletal,Skin and subcutaneous tissue infections,Osteomyelitis,20,142.3846037189377
Dysphagia | Sequela of cerebral infarction and other cerebrovascular disease,I69391,Dysphagia following cerebral infarction,R1310,"Dysphagia, unspecified",7822,24.751955367154075,53.1613854977377,33.15643678188692,1.6033503795190478,Circulatory,Symptoms/signs,Sequela of cerebral infarction and other cerebrovascular disease,Dysphagia,10,41.34330969946623
Postprocedural or postoperative digestive system complication | Unacceptable PDX,K9423,Gastrostomy malfunction,Z930,Tracheostomy status,923,34.59275951151262,40.52897407364767,33.103275310134606,1.224319155550136,Digestive,Factors/status,Postprocedural or postoperative digestive system complication,Unacceptable PDX,6,63.59126395245769
Depressive disorders | Suicidal ideation/attempt/intentional self-harm,F332,"Major depressv disorder, recurrent severe w/o psych features",R45851,Suicidal ideations,30582,23.961964989392005,63.07536709021621,32.91022353264637,1.9165888383482577,Mental/behavioural,Symptoms/signs,Depressive disorders,Suicidal ideation/attempt/intentional self-harm,7,23.961964989392005
